Date,Counter Party,Reference,Type,Amount (GBP),Balance (GBP),Spending Category,Notes
05/02/2024,Boots,BOOTS 2253,GOOGLE PAY,-1.65,4179.24,GENERAL,
05/02/2024,Places Leisure,PLACES LEISURE,ONLINE PAYMENT,-8.35,4170.89,LIFESTYLE,
05/02/2024,The Triangle,THE TRIANGLE,APPLE PAY,-4.05,4166.84,EATING_OUT,
05/02/2024,WH Smith,WH Smith Heathrow T3,GOOGLE PAY,-16.65,4150.19,SHOPPING,
05/02/2024,Ocado,OCADO                 ,ONLINE PAYMENT,-90.18,4060.01,GROCERIES,
05/02/2024,Cineworld,CINEWORLD             ,ONLINE PAYMENT,-23.88,4036.13,ENTERTAINMENT,
05/02/2024,McDonald's,MCDONALDS,APPLE PAY,-10.88,4025.25,EATING_OUT,
05/02/2024,Virgin Atlantic Pac Gb,VIRGIN ATLANTIC PAC GB,ONLINE PAYMENT,-29.99,3995.26,BILLS_AND_SERVICES,
06/02/2024,Justgiving,JustGiving MarineConse,ONLINE PAYMENT,-16.50,3978.76,GENERAL,
06/02/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-84.00,3894.76,BILLS_AND_SERVICES,
06/02/2024,Capitol Theatre,CAPITOL THEATRE,GOOGLE PAY,-12.95,3881.81,BILLS_AND_SERVICES,
06/02/2024,Cke*ike's Love And San,CKE*IKE'S LOVE AND SAN,GOOGLE PAY,-13.78,3868.03,EATING_OUT,
07/02/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-84.00,3784.03,BILLS_AND_SERVICES,
07/02/2024,Amazon Eu,Amazon.co.uk*3W11O2F05,ONLINE PAYMENT,-9.43,3774.60,SHOPPING,
07/02/2024,Burger King,BURGER KING HICKSTEAD,APPLE PAY,-11.69,3762.91,EATING_OUT,
08/02/2024,Twinpay,TWINPAY               ,APPLE PAY,-1.00,3761.91,TRANSPORT,
08/02/2024,Waitrose,WAITROSE 123,APPLE PAY,-29.19,3732.72,GROCERIES,
09/02/2024,Amazon,amazon.co.uk*534Z91505,ONLINE PAYMENT,-5.99,3726.73,SHOPPING,
09/02/2024,Amazon,amazon.co.uk*YE9OE9525,ONLINE PAYMENT,-4.99,3721.74,SHOPPING,
09/02/2024,Grind,GRIND & CO,CARD SUBSCRIPTION,-13.50,3708.24,EATING_OUT,
10/02/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-42.00,3666.24,BILLS_AND_SERVICES,
10/02/2024,Places Leisure,PLACES LEISURE,ONLINE PAYMENT,-13.35,3652.89,LIFESTYLE,
10/02/2024,The Triangle,THE TRIANGLE,APPLE PAY,-10.20,3642.69,EATING_OUT,
10/02/2024,The Triangle,THE TRIANGLE,APPLE PAY,-22.00,3620.69,LIFESTYLE,
10/02/2024,Fratello Pizza,Zettle_*Fratello Pizza,APPLE PAY,-20.00,3600.69,EATING_OUT,
10/02/2024,Co-op Food,CO-OP GROUP FOOD,APPLE PAY,-8.75,3591.94,GROCERIES,
10/02/2024,Lush Uk,Lush UK,APPLE PAY,-8.00,3583.94,LIFESTYLE,
11/02/2024,Costa Coffee,COSTA COFFEE 43010410,APPLE PAY,-17.50,3566.44,EATING_OUT,
11/02/2024,Smyths Toys Superstores,SMYTHS TOYS CRAWLEY,APPLE PAY,-74.98,3491.46,SHOPPING,
11/02/2024,Apple App Store,APPLE.COM/BILL,CARD SUBSCRIPTION,-12.99,3478.47,ENTERTAINMENT,
11/02/2024,Caffè Nero,CAFFE NERO HTW T3 LAND,GOOGLE PAY,-4.10,3474.37,EATING_OUT,
11/02/2024,Arora Crawley Retail L,Arora Crawley Retail L,APPLE PAY,-2.50,3471.87,TRANSPORT,
12/02/2024,Places For People Leisure ,54561456A,DIRECT DEBIT,-49.00,3422.87,GENERAL,
12/02/2024,Primark,PRIMARK 685           ,APPLE PAY,-110.50,3312.37,SHOPPING,
12/02/2024,WH Smith,WH Smith Heathrow T3,GOOGLE PAY,-3.19,3309.18,SHOPPING,
12/02/2024,The Triangle,THE TRIANGLE,GOOGLE PAY,-31.00,3278.18,EATING_OUT,
12/02/2024,The Triangle,THE TRIANGLE,APPLE PAY,-16.00,3262.18,LIFESTYLE,
12/02/2024,Ocado,OCADO                 ,ONLINE PAYMENT,-138.97,3123.21,GROCERIES,
13/02/2024,Places For People Leisure ,54425808A,DIRECT DEBIT,-79.00,3044.21,GENERAL,
13/02/2024,Clip N Climb Crawley,Clip N Climb Crawley,ONLINE PAYMENT,-24.50,3019.71,LIFESTYLE,
13/02/2024,Clip N Climb Crawley,Clip N Climb Crawley,GOOGLE PAY,-3.00,3016.71,LIFESTYLE,
13/02/2024,giffgaff,giffgaff,CARD SUBSCRIPTION,-10.00,3006.71,BILLS_AND_SERVICES,
13/02/2024,Horsham Service Statio,HORSHAM SERVICE STATIO,APPLE PAY,-126.67,2880.04,TRANSPORT,
13/02/2024,Waitrose,WAITROSE 580,APPLE PAY,-13.42,2866.62,GROCERIES,
13/02/2024,Everyone Active K2 Cra,EVERYONE ACTIVE,GOOGLE PAY,-11.00,2855.62,LIFESTYLE,
13/02/2024,Everyone Active K2 Cra,EVERYONE ACTIVE,GOOGLE PAY,-1.40,2854.22,LIFESTYLE,
13/02/2024,Everyone Active K2 Cra,EVERYONE ACTIVE,GOOGLE PAY,-3.00,2851.22,LIFESTYLE,
13/02/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-42.00,2809.22,BILLS_AND_SERVICES,
14/02/2024,Hawthorn Veterinary,HAWTHORN VETERINARY   ,APPLE PAY,-171.12,2638.10,BILLS_AND_SERVICES,
14/02/2024,Esquires Horsham,ESQUIRES HORSHAM      ,GOOGLE PAY,-3.80,2634.30,EATING_OUT,
14/02/2024,Curve,CRV*GOOGLE *Google Sto,ONLINE PAYMENT,-185.30,2449.00,SHOPPING,
14/02/2024,Sainsbury's,SAINSBURYS S/MKTS,GOOGLE PAY,-22.13,2426.87,GROCERIES,
15/02/2024,Bps Re Easy Direct Debits,MND005WZKJFMKN,DIRECT DEBIT,-23.00,2403.87,GENERAL,
15/02/2024,Amazon,AMAZON* 204-7244685-69,ONLINE PAYMENT,-35.45,2368.42,SHOPPING,
15/02/2024,giffgaff,giffgaff,CARD SUBSCRIPTION,-20.00,2348.42,BILLS_AND_SERVICES,
15/02/2024,Hawthorn Veterinary,HAWTHORN VETERINARY   ,APPLE PAY,-21.10,2327.32,BILLS_AND_SERVICES,
15/02/2024,The Little Teahouse So,THE LITTLE TEAHOUSE SO,GOOGLE PAY,-6.60,2320.72,EATING_OUT,
15/02/2024,Waitrose,WAITROSE 580,APPLE PAY,-44.95,2275.77,GROCERIES,
16/02/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-84.00,2191.77,BILLS_AND_SERVICES,
16/02/2024,Esquires Horsham,ESQUIRES HORSHAM      ,GOOGLE PAY,-3.80,2187.97,EATING_OUT,
16/02/2024,Sainsbury's,SAINSBURYS S/MKTS,GOOGLE PAY,-26.95,2161.02,GROCERIES,
16/02/2024,Somerset House Shop,Somerset House Shop,GOOGLE PAY,-63.14,2097.88,SHOPPING,
17/02/2024,Londontaxidrive,LONDONTAXI* LONDONTAXI,GOOGLE PAY,-15.00,2082.88,TRANSPORT,
17/02/2024,Shake Shack,Shake Shack,APPLE PAY,-65.54,2017.34,EATING_OUT,
17/02/2024,Txw*london Taxi,TXW*London Taxi 68432,GOOGLE PAY,-15.20,2002.14,TRANSPORT,
17/02/2024,London Transport Museum,LT MUSEUM SHOP,GOOGLE PAY,-3.50,1998.64,LIFESTYLE,
17/02/2024,London Transport Museum,LT MUSEUM SHOP,APPLE PAY,-0.25,1998.39,LIFESTYLE,
17/02/2024,London Transport Museum,LT MUSEUM SHOP,APPLE PAY,-16.00,1982.39,LIFESTYLE,
17/02/2024,Gtr Parking Connect Ec,GTR PARKING CONNECT EC,ONLINE PAYMENT,-10.40,1971.99,TRANSPORT,
17/02/2024,Smol,SMOL LIMITED,CARD SUBSCRIPTION,-5.80,1966.19,SHOPPING,
18/02/2024,Southern Railway,ON TRACK - SOUTHERN RA,CARD SUBSCRIPTION,-29.10,1937.09,TRANSPORT,
18/02/2024,Amazon,AMAZON* 204-6188726-33,ONLINE PAYMENT,-8.54,1928.55,SHOPPING,
18/02/2024,Wagamama Group,174,ONLINE PAYMENT,-44.30,1884.25,EATING_OUT,
18/02/2024,Mountain Warehouse,MOUNTAIN WAREHOUSE,APPLE PAY,-118.17,1766.08,SHOPPING,
18/02/2024,Amazon,AMAZON* 204-6565957-17,ONLINE PAYMENT,-7.89,1758.19,SHOPPING,
18/02/2024,Tom S Food,TOM S FOOD,GOOGLE PAY,-11.50,1746.69,GROCERIES,
19/02/2024,The Woolpack Pub,THE WOOLPACK PUB      ,APPLE PAY,-50.90,1695.79,EATING_OUT,
19/02/2024,Ocado,OCADO                 ,ONLINE PAYMENT,-99.52,1596.27,GROCERIES,
19/02/2024,Curve,CRV*APPLE.COM BILL APP,ONLINE PAYMENT,-0.99,1595.28,SHOPPING,
19/02/2024,Apple App Store,APPLE.COM/BILL,CARD SUBSCRIPTION,-8.99,1586.29,ENTERTAINMENT,
20/02/2024,Barclays Partner Finance,300 0120 733039747,DIRECT DEBIT,-49.95,1536.34,BILLS_AND_SERVICES,
20/02/2024,Amazon Marketplace,AMZNMktplace,CARD SUBSCRIPTION,-168.02,1368.32,SHOPPING,
20/02/2024,Co-op Food,CO-OP GROUP FOOD,GOOGLE PAY,-13.65,1354.67,GROCERIES,
20/02/2024,Katkin Club,KATKIN CLUB,CARD SUBSCRIPTION,-19.00,1335.67,GENERAL,
21/02/2024,Google,GOOGLE *YouTubePremium,ONLINE PAYMENT,-18.28,1317.39,SHOPPING,
21/02/2024,Coffee Zone Burgess,COFFEE ZONE BURGESS H,GOOGLE PAY,-2.90,1314.49,EATING_OUT,
22/02/2024,Bps Re Easy Direct Debits,MND005WZKJFMKN,DIRECT DEBIT,-23.00,1291.49,GENERAL,
22/02/2024,Tickets,TICKETS 102887152,ONLINE PAYMENT,-21.50,1269.99,ENTERTAINMENT,
22/02/2024,Amazon,amazon.co.uk*W10068115,ONLINE PAYMENT,-9.99,1260.00,SHOPPING,
22/02/2024,Boots,BOOTS 1465,GOOGLE PAY,-20.89,1239.11,GENERAL,
22/02/2024,Costa Coffee,COSTA                 ,GOOGLE PAY,-3.80,1235.31,EATING_OUT,
22/02/2024,Waitrose,WAITROSE 123,GOOGLE PAY,-22.20,1213.11,GROCERIES,
22/02/2024,Tails,TAILS.COM,CARD SUBSCRIPTION,-237.51,975.60,GROCERIES,
22/02/2024,McDonald's,MCDONALDS,APPLE PAY,-25.86,949.74,EATING_OUT,
22/02/2024,McDonald's,MCDONALDS,GOOGLE PAY,-3.00,946.74,EATING_OUT,
23/02/2024,Curve,CRV*TwinPay Sheffield,ONLINE PAYMENT,-1.00,945.74,TRANSPORT,
23/02/2024,Curve,CRV*TwinPay Sheffield,ONLINE PAYMENT,-1.00,944.74,TRANSPORT,
23/02/2024,Cowfold Medical Group,COWFOLD MEDICAL GROUP,GOOGLE PAY,-9.65,935.09,BILLS_AND_SERVICES,
23/02/2024,The Fold,SQ *THE FOLD,GOOGLE PAY,-6.60,928.49,EATING_OUT,
24/02/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-42.00,886.49,BILLS_AND_SERVICES,
24/02/2024,LEES J A,Topup,FASTER PAYMENT,1000.00,1886.49,INCOME,
25/02/2024,Amazon,AMAZON* 204-4094060-55,ONLINE PAYMENT,-19.98,1866.51,SHOPPING,
25/02/2024,Amazon,AMAZON* 204-9898049-37,ONLINE PAYMENT,-135.45,1731.06,SHOPPING,
25/02/2024,Pqa,PQA LTD,ONLINE PAYMENT,-31.89,1699.17,BILLS_AND_SERVICES,
25/02/2024,Kids Stuff,Kids Stuff Ltd,APPLE PAY,-36.44,1662.73,SHOPPING,
25/02/2024,Amazon Marketplace,AMZNMktplace,ONLINE PAYMENT,-5.20,1657.53,SHOPPING,
25/02/2024,Clarkes Of Sussex,CLARKES OF SUSSEX     ,GOOGLE PAY,-17.98,1639.55,BILLS_AND_SERVICES,
25/02/2024,Hart Country Li,HART COUNTRY STORES LI,GOOGLE PAY,-3.60,1635.95,GROCERIES,
25/02/2024,Superdrug,SUPERDRUG STORES PLC,GOOGLE PAY,-3.99,1631.96,SHOPPING,
25/02/2024,The Entertainer,THE ENTERTAINER(135),GOOGLE PAY,-41.00,1590.96,SHOPPING,
25/02/2024,The Triangle,THE TRIANGLE,APPLE PAY,-17.15,1573.81,EATING_OUT,
25/02/2024,Waterstones,WATERSTONES,GOOGLE PAY,-8.99,1564.82,LIFESTYLE,
25/02/2024,Netflix,Netflix.com           ,CARD SUBSCRIPTION,-17.99,1546.83,BILLS_AND_SERVICES,
25/02/2024,Burgess Hill,Pets Corner S132,APPLE PAY,-59.05,1487.78,GENERAL,
25/02/2024,The Works,THEWORKS.CO.UK,GOOGLE PAY,-10.50,1477.28,GROCERIES,
26/02/2024,Places For People Leisure ,54578485A,DIRECT DEBIT,-3.00,1474.28,GENERAL,
26/02/2024,The Triangle,THE TRIANGLE,APPLE PAY,-25.10,1449.18,EATING_OUT,
26/02/2024,Amazon,AMAZON* 204-1639854-61,ONLINE PAYMENT,-45.41,1403.77,SHOPPING,
26/02/2024,LEES J A,Payday ish,FASTER PAYMENT,7000.00,8403.77,INCOME,
26/02/2024,Ocado,OCADO                 ,ONLINE PAYMENT,-177.68,8226.09,GROCERIES,
26/02/2024,Twinpay,TWINPAY               ,APPLE PAY,-1.00,8225.09,TRANSPORT,
26/02/2024,John Lewis,WWW.JOHNLEWIS.COM,ONLINE PAYMENT,-179.95,8045.14,SHOPPING,
27/02/2024,Amazon Eu,Amazon.co.uk*1V3RZ3Y65,ONLINE PAYMENT,-14.99,8030.15,SHOPPING,
27/02/2024,Curve,CRV*AMAZON UK RETAIL W,ONLINE PAYMENT,-2.38,8027.77,SHOPPING,
27/02/2024,Curve,CRV*AMAZON UK RETAIL W,ONLINE PAYMENT,-18.05,8009.72,SHOPPING,
27/02/2024,Curve,CRV*AMZNMktplace amazo,ONLINE PAYMENT,-5.40,8004.32,SHOPPING,
27/02/2024,Places Leisure,PLACES LEISURE,ONLINE PAYMENT,-11.25,7993.07,LIFESTYLE,
27/02/2024,Amazon,AMAZON* 204-8090239-79,ONLINE PAYMENT,-5.90,7987.17,SHOPPING,
27/02/2024,Amazon Eu,Amazon.co.uk*EW6YZ9SR5,ONLINE PAYMENT,-22.99,7964.18,SHOPPING,
27/02/2024,Amazon Eu,Amazon.co.uk*VJ2622JV5,ONLINE PAYMENT,-8.39,7955.79,SHOPPING,
27/02/2024,Channel 4,CHANNEL 4,CARD SUBSCRIPTION,-3.99,7951.80,BILLS_AND_SERVICES,
27/02/2024,Nya*westways Vending L,NYA*Westways Vending L,GOOGLE PAY,-1.30,7950.50,GROCERIES,
27/02/2024,Amazon,AMAZON* 204-4439999-79,ONLINE PAYMENT,-4.76,7945.74,SHOPPING,
28/02/2024,Octopus Energy,A-E501D93A-002,DIRECT DEBIT,-300.00,7645.74,BILLS_AND_SERVICES,
28/02/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-88.00,7557.74,BILLS_AND_SERVICES,
28/02/2024,Coffee Zone Burgess,COFFEE ZONE BURGESS H,GOOGLE PAY,-2.90,7554.84,EATING_OUT,
29/02/2024,BT,GB26676055,DIRECT DEBIT,-71.05,7483.79,BILLS_AND_SERVICES,
29/02/2024,Amazon Eu,Amazon.co.uk*7M3J04F55,ONLINE PAYMENT,-11.89,7471.90,SHOPPING,
29/02/2024,Tesco,TESCO STORES 2163,APPLE PAY,-42.39,7429.51,GROCERIES,
29/02/2024,Amazon,amazon.co.uk*NM0NR1LV5,ONLINE PAYMENT,-7.49,7422.02,SHOPPING,
29/02/2024,Stephen Couratier,Project,TRANSFER,-200.00,7222.02,PAYMENTS,
29/02/2024,Co-op Food,CO-OP GROUP 310424,APPLE PAY,-20.80,7201.22,GROCERIES,
29/02/2024,Martin Butler,February ,FASTER PAYMENT,-211.00,6990.22,PETS,
01/03/2024,Starling Bank,February Interest Earned,DEPOSIT INTEREST,7.80,6998.02,INCOME,
01/03/2024,Apple App Store,APPLE.COM/BILL,CARD SUBSCRIPTION,-8.99,6989.03,ENTERTAINMENT,
01/03/2024,Pristine Gardenz Ltd,3997,FASTER PAYMENT,-283.50,6705.53,PAYMENTS,
01/03/2024,Napo,MW43CMW,DIRECT DEBIT,-60.49,6645.04,GENERAL,
01/03/2024,Horsham District Council,12873556,DIRECT DEBIT,-329.00,6316.04,TRANSPORT,
01/03/2024,Napo,MW43CMW,DIRECT DEBIT,-33.75,6282.29,GENERAL,
01/03/2024,Napo,MW43CMW,DIRECT DEBIT,-59.68,6222.61,GENERAL,
01/03/2024,Burgess Hill School For Girls Com,COU001,DIRECT DEBIT,-854.24,5368.37,NONE,
01/03/2024,PQA Academy,HAYW353036,DIRECT DEBIT,-46.00,5322.37,GENERAL,
01/03/2024,Bps Re Peoplesfundraising,1698316166225,DIRECT DEBIT,-10.00,5312.37,GENERAL,
01/03/2024,Curve,CRV*HORSHAM DISTRICT C,ONLINE PAYMENT,-3.20,5309.17,BILLS_AND_SERVICES,
01/03/2024,Waterstones,WATERSTONES,APPLE PAY,-19.00,5290.17,LIFESTYLE,
01/03/2024,Pret A Manger,PRET A MANGER,APPLE PAY,-20.75,5269.42,EATING_OUT,
01/03/2024,Kiwico Inc.,"KiwiCo, Inc.",CARD SUBSCRIPTION,-40.72,5228.70,BILLS_AND_SERVICES,
02/03/2024,Curve,CRV*TwinPay Sheffield,ONLINE PAYMENT,-1.00,5227.70,TRANSPORT,
02/03/2024,Startriteshoes,WWW.STARTRITESHOES.COM,ONLINE PAYMENT,-64.99,5162.71,SHOPPING,
02/03/2024,Alexander House Hotel,ALEXANDER HOUSE HOTEL ,APPLE PAY,-41.35,5121.36,HOLIDAYS,
02/03/2024,The Triangle,THE TRIANGLE,GOOGLE PAY,-5.85,5115.51,EATING_OUT,
02/03/2024,The Triangle,THE TRIANGLE,APPLE PAY,-14.25,5101.26,EATING_OUT,
02/03/2024,Amazon,AMAZON* 204-1083730-85,ONLINE PAYMENT,-20.00,5081.26,SHOPPING,
02/03/2024,Amazon Eu,Amazon.co.uk*CY2BK7SQ5,ONLINE PAYMENT,-21.75,5059.51,SHOPPING,
02/03/2024,Sp Theoddpods,SP THEODDPODS,CARD SUBSCRIPTION,-22.39,5037.12,GROCERIES,
03/03/2024,Tom S Food,TOM S FOOD,GOOGLE PAY,-14.70,5022.42,GROCERIES,
03/03/2024,Twinklshop,SP TWINKLSHOP,ONLINE PAYMENT,-4.99,5017.43,SHOPPING,
03/03/2024,Amazon,AMAZON* 204-3638932-44,ONLINE PAYMENT,-6.39,5011.04,SHOPPING,
03/03/2024,Amazon,AMAZON* 204-3654924-66,ONLINE PAYMENT,-3.61,5007.43,SHOPPING,
03/03/2024,Amazon,AMAZON* 204-4615507-06,ONLINE PAYMENT,-9.99,4997.44,SHOPPING,
03/03/2024,Amazon,AMAZON* 204-5526277-05,ONLINE PAYMENT,-7.89,4989.55,SHOPPING,
03/03/2024,Amazon Eu,Amazon.co.uk*BM8T006W5,ONLINE PAYMENT,-11.18,4978.37,SHOPPING,
03/03/2024,Amazon Eu,Amazon.co.uk*7706M6CM5,ONLINE PAYMENT,-13.68,4964.69,SHOPPING,
03/03/2024,Amazon,AMAZON* 204-4501397-10,ONLINE PAYMENT,-67.08,4897.61,SHOPPING,
03/03/2024,Nando's,NANDOS.CO.UK,APPLE PAY,-19.70,4877.91,EATING_OUT,
03/03/2024,Charlenes Chocolat,SQ *CHARLENES CHOCOLAT,GOOGLE PAY,-14.47,4863.44,EATING_OUT,
04/03/2024,Amazon,AMAZON* 204-8884131-47,ONLINE PAYMENT,-14.99,4848.45,SHOPPING,
04/03/2024,Toy Barnhaus Worthing,Toy Barnhaus Worthing,GOOGLE PAY,-31.27,4817.18,SHOPPING,
04/03/2024,Wagamama,56,APPLE PAY,-15.60,4801.58,EATING_OUT,
04/03/2024,Wagamama,56,APPLE PAY,-58.20,4743.38,EATING_OUT,
04/03/2024,Nyx*ltduk,NYX*LtdUK,APPLE PAY,-2.00,4741.38,EATING_OUT,
04/03/2024,Nyx*ltduk,NYX*LtdUK,APPLE PAY,-1.80,4739.58,EATING_OUT,
04/03/2024,Horsham Service Statio,HORSHAM SERVICE STATIO,GOOGLE PAY,-56.07,4683.51,TRANSPORT,
04/03/2024,Ocado,OCADO                 ,ONLINE PAYMENT,-173.22,4510.29,GROCERIES,
04/03/2024,Worthing Borough Counc,WORTHING BOROUGH COUNC,GOOGLE PAY,-2.00,4508.29,TRANSPORT,
04/03/2024,Petite Fairytale Bouti,PETITE FAIRYTALE BOUTI,GOOGLE PAY,-140.00,4368.29,LIFESTYLE,
04/03/2024,Petite Fairytale Bouti,PETITE FAIRYTALE BOUTI,GOOGLE PAY,-3.50,4364.79,LIFESTYLE,
04/03/2024,Nya*me Group Internati,NYA*Me Group Internati,GOOGLE PAY,-3.00,4361.79,GROCERIES,
04/03/2024,Amazon Marketplace,AMZNMktplace,ONLINE PAYMENT,-69.98,4291.81,SHOPPING,
05/03/2024,GoCardless,VBDANCE-M8ZB6MFG35,DIRECT DEBIT,-19.56,4272.25,PAYMENTS,
05/03/2024,Amazon,amazon.co.uk*C86W55N05,ONLINE PAYMENT,-10.99,4261.26,SHOPPING,
06/03/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-88.00,4173.26,BILLS_AND_SERVICES,
06/03/2024,Gtr Parking Connect Ec,GTR PARKING CONNECT EC,ONLINE PAYMENT,-10.40,4162.86,TRANSPORT,
06/03/2024,Amazon Eu,Amazon.co.uk*MU2DJ5675,ONLINE PAYMENT,-9.44,4153.42,SHOPPING,
06/03/2024,Southern Motor Group,SOUTHERN MOTOR GROUP,APPLE PAY,-54.85,4098.57,TRANSPORT,
06/03/2024,Smol,SMOL LIMITED,CARD SUBSCRIPTION,-5.80,4092.77,SHOPPING,
07/03/2024,Amazon Eu,Amazon.co.uk*0D2055KD5,ONLINE PAYMENT,-20.00,4072.77,SHOPPING,
07/03/2024,Stephen Couratier,Od,FASTER PAYMENT,-10.00,4062.77,PAYMENTS,
07/03/2024,Schoolblazer,SCHOOLBLAZER LTD,ONLINE PAYMENT,-18.24,4044.53,SHOPPING,
08/03/2024,Coffee Zone Burgess,COFFEE ZONE BURGESS H,GOOGLE PAY,-2.90,4041.63,EATING_OUT,
08/03/2024,Grind,GRIND & CO,CARD SUBSCRIPTION,-13.50,4028.13,EATING_OUT,
09/03/2024,Amazon,amazon.co.uk*VD0579WJ5,ONLINE PAYMENT,-4.53,4023.60,SHOPPING,
09/03/2024,Great Western Railway,WWW.GWR.COM,ONLINE PAYMENT,-59.85,3963.75,TRANSPORT,
09/03/2024,Curve,CRV*SKIN + ME +4420813,ONLINE PAYMENT,-29.99,3933.76,LIFESTYLE,
09/03/2024,Starbucks,STARBUCKS HICKSTEAD,GOOGLE PAY,-3.05,3930.71,EATING_OUT,
09/03/2024,McDonald's,MCDONALDS,APPLE PAY,-15.92,3914.79,EATING_OUT,
09/03/2024,McDonald's,MCDONALDS,APPLE PAY,-4.38,3910.41,EATING_OUT,
09/03/2024,Jjshouse,jjshouse,ONLINE PAYMENT,-83.99,3826.42,SHOPPING,
10/03/2024,Tom S Food,TOM S FOOD,GOOGLE PAY,-14.40,3812.02,GROCERIES,
10/03/2024,Amazon,AMAZON* 204-9588879-66,ONLINE PAYMENT,-22.00,3790.02,SHOPPING,
10/03/2024,Tickets,TICKETS 103392663,ONLINE PAYMENT,-52.50,3737.52,ENTERTAINMENT,
10/03/2024,John Lewis,JOHN LEWIS HORSHAM,APPLE PAY,-62.00,3675.52,SHOPPING,
10/03/2024,Waitrose,WAITROSE 580,APPLE PAY,-41.37,3634.15,GROCERIES,
10/03/2024,Amazon,amazon.co.uk,CARD SUBSCRIPTION,-9.49,3624.66,SHOPPING,
11/03/2024,Places For People Leisure ,54561456A,DIRECT DEBIT,-49.00,3575.66,GENERAL,
11/03/2024,Amazon,AMAZON* 204-9560847-77,ONLINE PAYMENT,-12.99,3562.67,SHOPPING,
11/03/2024,The Triangle,THE TRIANGLE,APPLE PAY,-2.25,3560.42,EATING_OUT,
11/03/2024,The Triangle,THE TRIANGLE,APPLE PAY,-17.85,3542.57,EATING_OUT,
11/03/2024,Ocado,OCADO                 ,ONLINE PAYMENT,-117.99,3424.58,GROCERIES,
11/03/2024,Apple App Store,APPLE.COM/BILL,CARD SUBSCRIPTION,-12.99,3411.59,ENTERTAINMENT,
12/03/2024,Amazon,amazon.co.uk*GW1LT1F55,ONLINE PAYMENT,-13.00,3398.59,SHOPPING,
13/03/2024,Places For People Leisure ,54425808A,DIRECT DEBIT,-79.00,3319.59,GENERAL,
13/03/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-88.00,3231.59,BILLS_AND_SERVICES,
13/03/2024,Amazon Eu,Amazon.co.uk*2584L4OS5,ONLINE PAYMENT,-5.99,3225.60,SHOPPING,
13/03/2024,giffgaff,giffgaff,CARD SUBSCRIPTION,-10.00,3215.60,BILLS_AND_SERVICES,
13/03/2024,Tesco,TESCO STORES 2163,APPLE PAY,-83.83,3131.77,GROCERIES,
13/03/2024,Marks & Spencer,M&S SIMPLY FOOD - SSP,GOOGLE PAY,-10.30,3121.47,GROCERIES,
13/03/2024,Pumpkin Cafe,PUMPKIN CAFE,GOOGLE PAY,-3.75,3117.72,GROCERIES,
13/03/2024,Upper Crust,UPPER CRUST,GOOGLE PAY,-2.79,3114.93,EATING_OUT,
13/03/2024,Gtr Parking Connect Ec,GTR PARKING CONNECT EC,ONLINE PAYMENT,-10.40,3104.53,TRANSPORT,
13/03/2024,Adrian Mobile Locksmit,ADRIAN MOBILE LOCKSMI,APPLE PAY,-78.00,3026.53,BILLS_AND_SERVICES,
13/03/2024,TfL,TFL TRAVEL CH,GOOGLE PAY,-5.40,3021.13,TRANSPORT,
13/03/2024,Amazon,AMAZON* 204-2284147-33,ONLINE PAYMENT,-30.93,2990.20,SHOPPING,
14/03/2024,Amazon,AMAZON* 204-1395076-87,ONLINE PAYMENT,-12.95,2977.25,SHOPPING,
14/03/2024,Coffee Zone Burgess,COFFEE ZONE BURGESS H,GOOGLE PAY,-2.90,2974.35,EATING_OUT,
15/03/2024,Justgiving,JustGiving ComicRelief,ONLINE PAYMENT,-11.00,2963.35,GENERAL,
15/03/2024,Pawshake,PAWSHAKE,ONLINE PAYMENT,-171.00,2792.35,BILLS_AND_SERVICES,
15/03/2024,giffgaff,giffgaff,CARD SUBSCRIPTION,-20.00,2772.35,BILLS_AND_SERVICES,
15/03/2024,Bps Re Easy Direct Debits,MND005WZKJFMKN,DIRECT DEBIT,-23.00,2749.35,GENERAL,
16/03/2024,Four Seasons Fuel Ltd,398733,FASTER PAYMENT,-21.11,2728.24,PAYMENTS,
16/03/2024,Starbucks,STARBUCKS HICKSTEAD,GOOGLE PAY,-3.75,2724.49,EATING_OUT,
16/03/2024,McDonald's,MCDONALDS,APPLE PAY,-9.45,2715.04,EATING_OUT,
17/03/2024,Tom S Food,TOM S FOOD,GOOGLE PAY,-10.40,2704.64,GROCERIES,
17/03/2024,Coombes,WWW.COOMBES.CO.UK,ONLINE PAYMENT,-16.82,2687.82,HOLIDAYS,
17/03/2024,Costa Coffee,COSTA COFFEE 43011795,APPLE PAY,-11.50,2676.32,EATING_OUT,
17/03/2024,Coombes Farm Tours,COOMBES FARM TOURS,APPLE PAY,-12.00,2664.32,ENTERTAINMENT,
